product_id,reason
11ef9fa9e8756160b9f40acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efa56a5e85179ab220060b7545a69d,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7de3899390acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7ac9294b70acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e84a81209d990acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8cf0724ac4f0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f759b8a58a0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efade8dd250fdeb48006d48b37474b,Error: Need at least 3 dates to infer frequency
11efadeacd5be5b294c406d48b37474b,Error: Need at least 3 dates to infer frequency
11ef9fa9e8b182f89eb30acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e2d10089510acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4a28486140acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ceb33298110acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ce86a0bd4c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efae0781608556b56a06d48b37474b,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c513ccab090acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e856a86aac440acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e33ca8b8820acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4e460a0130acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7620aabd40acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ed48c4a1460acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f74da6a2e50acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f74aeaa9740acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8b17e5c837f0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e84a1564a55d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ecc62487010acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ecc6d8a72b0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8614c5c859d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87efbb29ef00acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fdcfed3a204803a06c046b7d17f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d5bb68e1d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ecd9d49d810acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e888ff408ece0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8614ffe9dfa0acdfb026a8f,"Error: too many indices for array: array is 0-dimensional, but 1 were indexed"
11ef9fa9e8cef8e286540acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f76a48905d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e856cf16b1cb0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8894e6eb1890acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f74a868a020acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ed78e4a2f90acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ff6d56ac1f0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efb02353ac31aaaa7c0ae2611d356d,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e2cc3294d40acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efb02353bed6d49bdd0ae2611d356d,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ff6af4a9ee0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8934cac8a5c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8756c32ad0c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4fb58805b0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e856c2788aaf0acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11ef9fa9e8cf1e94a6ba0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7e3bab8f40acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e893380c92aa0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8cee6c294870acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ff7666af270acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e30be8bdc80acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8750c60bf820acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7db72958d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c52574a9ad0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c526289ced0acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11ef9fa9e8ff6892b0b70acdfb026a8f,"Error: too many indices for array: array is 0-dimensional, but 1 were indexed"
11ef9fa9e8f73ea684fb0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efb81cc597b78e8be702fdb925ef7b,Error: Need at least 3 dates to infer frequency
11ef9fa9e8b132c69eea0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8616f6687e30acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e84a024ab7600acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f8f28b41c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e33438b6a40acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e84a309e924a0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8571c78bf590acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8b0ebc298500acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11ef9fa9e8c491f4b73c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89333e899620acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11ef9fa9e861abe894600acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e2c73cb8b10acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e861231294c70acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e861236c98450acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e86191bcae600acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e346c69c3b0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4ca7aad400acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e2c48093450acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f761b0b6590acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8932d4ea7630acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e861bb7eb7fd0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fdcfc729f06b18706c046b7d17f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8890832b2090acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ff66ee88f90acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ece46a995c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e2c58eb1ff0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f740f4bc660acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a746769d580acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89cf73eb7db0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e2de2abad60acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e861551cbfcd0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8d896f49e790acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f78adc8fce0acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11ef9fa9e8c4e76ca70e0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ed4590b18e0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89cfe00a68e0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efae078218898a8a5906d48b37474b,Error: Need at least 3 dates to infer frequency
11ef9fa9e8bb644eb7130acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7d4ba95000acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8bb7ba0bbae0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e875673cb02e0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efb81946cd45d4b3910608b1b9cdd7,Error: Need at least 3 dates to infer frequency
11ef9fa9e8937b78bb5d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8cee91ab6b70acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ed1e1295b30acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8bb7e0c99a70acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a72a10bfdb0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f8cf8bce50acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e340228cbf0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a7b714bc570acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11ef9fa9e8c489f286180acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ed59728b6d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4ca20abf90acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4cce6ab8a0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87ee7ee80d30acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ceee4c8f1a0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8cef5ccacbe0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f00b2a9a80acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e86b9a4aaeb00acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8baf8ec8cda0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a71d7293890acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e875751aac730acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8b15db495860acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e86affa496d50acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c50792bebc0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e86ba99a9c380acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ed0d46b47e0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e88931d6b7910acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f8e0691ed0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8936f5caf540acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7693abf820acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a764c6a18d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a7637c85bd0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89cfa9a966b0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e2c37cb6520acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7a33c8b8f0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f77d94a8220acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f8a649a790acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ed55da9b430acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f77cea99fd0acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11efc1bb46615a7690d302698f33482f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e33050aa820acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7437488aa0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e3009e80210acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e888dd449a620acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e875272283e60acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d8d0c9a2e0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e84a06f0a0570acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d60c0a18c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ecfa7c8ee20acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e86b8a6eb70d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8b1536e966e0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8cee8cabfa60acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a7a5a89dd00acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c50c1ab8560acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ff5d8e976a0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d97b691ee0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a7065295900acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87508d2a3ec0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d8fc888bb0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e86b1c50a3440acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a7579281960acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e84a4aacbe200acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8d93bf49a510acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d83de98390acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e341e4b5d50acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f75e868fdb0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efc73f7d11ed18921202c93a2337ad,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c51ce69ad10acdfb026a8f,"Error: too many indices for array: array is 0-dimensional, but 1 were indexed"
11ef9fa9e8bb584682ff0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8cee2a8ba230acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11ef9fa9e87f4acc96530acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c49dd48d8c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ceb760baf50acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8756aa2bbc70acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efb02353b620489c500ae2611d356d,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e307ce8d4e0acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11ef9fa9e8bb4c0c87f30acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a794dcbc770acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8613d3ea9350acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7cb00ae820acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e322d6b5cf0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a7842eb8d90acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e330008d940acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87536869f8a0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e874de8ea1120acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e892f568be2b0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efa09988fe9cce8fc102d8a60509dd,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d2bfab0580acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f5292b59c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e86134b08ea00acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efb02353b62fd4bad80ae2611d356d,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e34aeaacc20acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7c1f09cd30acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89350d090ce0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ed2bd2a6150acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efcfc2fced9ab0a55b029895c4ce39,Error: Need at least 3 dates to infer frequency
11efcff083e3fb2c8e60029895c4ce39,Error: Need at least 3 dates to infer frequency
11efae10e29b692ca4ee02d8a60509dd,Error: Need at least 3 dates to infer frequency
11efc98ea95b32169f8a02c93a2337ad,Error: Need at least 3 dates to infer frequency
11efae0a6a96ed3a825202d8a60509dd,Error: Need at least 3 dates to infer frequency
11efc98f83b11deabac206f9d6cffd95,Error: Need at least 3 dates to infer frequency
11efc982901b0d32a95906f9d6cffd95,Error: Need at least 3 dates to infer frequency
11efc98dc6a6da7e9361063ecfd41111,Error: Need at least 3 dates to infer frequency
11efc98de0aa3dda993606f9d6cffd95,Error: Need at least 3 dates to infer frequency
11efc98e0699f1de985802c93a2337ad,Error: Need at least 3 dates to infer frequency
11efc98e9261834eb7e6063ecfd41111,Error: Need at least 3 dates to infer frequency
11efcbd08e83778489a302c93a2337ad,Error: Need at least 3 dates to infer frequency
11efc98fcca0ad2cb3ce02c93a2337ad,Error: Need at least 3 dates to infer frequency
11efc9901d5d95c2913402c93a2337ad,Error: Need at least 3 dates to infer frequency
11efc99005bc34008b6d063ecfd41111,Error: Need at least 3 dates to infer frequency
11ef9fa9e84a1d52b4550acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4a176b1ff0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ce80568a980acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8cef0ae9a310acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4967c8e270acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f14d0ba320acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efa00077023830834306c046b7d17f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8d93ec4afe00acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d73d0a0e90acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4dab0a78a0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7b386a9da0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e893576094950acdfb026a8f,Error: Dataframe has less than 2 non-NaN rows.
11ef9fa9e8a73cf886f00acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8894400a98d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e892f34c91170acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8bb6b24b2640acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e32fa6aafe0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e85720e2a89a0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f4432af630acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8615c7483970acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8756980955e0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efa7167d3cef84a0ef060b7545a69d,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4dd12b4a90acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e888d2f483e70acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8d91de0a7960acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f2858b3a10acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d4c709f2d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d80788ae70acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e302a6a4630acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f33acbc5b0acdfb026a8f,"Error: too many indices for array: array is 0-dimensional, but 1 were indexed"
11ef9fa9e8c526d2a6ed0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efc98d5939debeaa1f02c93a2337ad,Error: Need at least 3 dates to infer frequency
11ef9fa9e856956e81b20acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7cd08b6e80acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a73960846a0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a7698ab2260acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8a7035ab1eb0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f76cb4bad60acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e888c2e6bbf20acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ecd4d49cf90acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e874d83aad1f0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8e2fb1c9de50acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89d6cd292450acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e87f4c8e88fb0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e86b1ba6a25e0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8baed8ebf010acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efdafd8bc6ae44a89902861e0dbd43,Error: Need at least 3 dates to infer frequency
11ef9fa9e8ce859cac750acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89368fea5f40acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4a6c6aa7f0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8c4a946bfcc0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8bb080ab38d0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efc680b77c66b48ec102636efe5b8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f7df3c8d0f0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11efd9ff4a2d80d8b6e202c7da368e29,Error: Need at least 3 dates to infer frequency
11ef9fa9e8618dca8fa60acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f765d492d40acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e89336feab570acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e8f79694ba5c0acdfb026a8f,Error: Need at least 3 dates to infer frequency
11ef9fa9e893121e88600acdfb026a8f,Error: Need at least 3 dates to infer frequency
