product_id,Product Name,Actual Avg Weekly Sales,Prophet MAE,Prophet MAPE (%),Prophet Forecast (1w),Prophet Forecast (2w),SARIMAX MAE,SARIMAX MAPE (%),SARIMAX Forecast (1w),SARIMAX Forecast (2w)
11ef9fa9e89d948ca0ab0acdfb026a8f,Carlsberg Elephant Bt,1.59,1.7,3.319557654658195e+17,-1.78,-3.61,0.3,1.1876124545349365e+17,-0.39,0.2
11ef9fa9e84a5b3cb3410acdfb026a8f,Gossips Shiraz 750Ml,70.61,27.84,2400.35,5.65,11.53,97.33,7064.59,46.29,140.38
11ef9fa9e856afb8941b0acdfb026a8f,Passion Pop Watermelon 750mL,0.08,0.08,7566311861212370.0,0.03,0.06,0.07,2.152610331716232e+16,0.13,0.24
11ef9fa9e87f3b5e86e50acdfb026a8f,Spring Rock Smooth Dry Red 4L,0.05,0.13,1997443881671000.5,-0.01,-0.03,0.13,6717898778376245.0,0.04,0.06
11ef9fa9e84a68ac9f270acdfb026a8f,Heineken Bottle 330Ml,212.8,145.11,109.13,-29.89,-60.06,107.27,156.08,201.63,409.31
11ef9fa9e8a787bca5710acdfb026a8f,Martell Cognac Blue Swift 700Ml,78.72,46.31,59.64,-4.23,-8.43,40.82,710.7,70.0,164.11
11ef9fa9e856e1eaa4280acdfb026a8f,St Agnes Vs 3 Star 375Ml,0.71,0.32,77.34,-0.04,-0.09,0.26,130.22,0.63,1.17
11ef9fa9e8c506e89d1e0acdfb026a8f,Wild Turkey Heritage 9% 24Pk Can,1.23,6.1,2.9234911057435386e+17,-1.34,-2.74,4.8,1.1027359039411957e+17,0.41,0.76
11ef9fa9e856fd8893d10acdfb026a8f,Victoria Bitter 375Ml Bt,192.61,207.08,198.76,-84.81,-171.09,68.85,145.18,193.3,465.08
11ef9fa9e86148d891800acdfb026a8f,Coca Cola No Sugar 1.25L,2.4,2.44,121.29,-0.24,-0.48,2.21,291.24,2.75,4.7
11ef9fa9e856fe9693710acdfb026a8f,Victoria Bitter Can 375Ml Blocks 30Pk,131.83,109.85,209.69,-67.58,-136.37,54.79,126.53,89.05,178.37
11efa176d4824028a97602834053f17d,Hennessy VSOP Lebron James 700mL,0.17,0.3,5.662012538332724e+16,-0.27,-0.56,0.09,9149461944638458.0,-0.18,-0.26
11ef9fa9e8b13898bc480acdfb026a8f,Sprite Lemonade Bt 2L,1.45,1.79,91.47,0.25,0.51,0.71,30.09,1.75,3.19
11ef9fa9e861411288460acdfb026a8f,Coca Cola 1.25L,4.97,2.74,441.66,-1.91,-3.85,2.8,1448.68,1.44,4.23
11ef9fa9e8e33c4e91750acdfb026a8f,Coopers Dry 3.5% Can 375Ml 24Pk,0.03,0.13,1208579771455909.8,-0.0,-0.01,0.11,509396168648026.0,0.03,0.03
11ef9fa9e8e30616adb70acdfb026a8f,Balter Cerveza Can 375Ml 24Pk,0.92,1.49,3.048246044660632e+17,-1.43,-2.9,0.67,1.0016679750726368e+17,-0.49,-0.6
11ef9fa9e84a5da8baa80acdfb026a8f,Grants Family Reserve Scotch Whiskey 700Ml,7.66,25.25,16184.75,-23.93,-48.35,2.2,1581.0,-1.74,-4.09
11ef9fa9e8a7b5fcb1ce0acdfb026a8f,St Helena Brandy 700Ml 6Pk,0.28,0.33,4995594377396585.0,-0.03,-0.06,0.3,4.777901467634356e+16,0.19,0.44
11ef9fa9e8a752a69fb50acdfb026a8f,Suntory -196 Double Grape Can 330mL 3x10Pk,6.1,14.28,719.59,-10.58,-21.38,2.91,164.03,2.67,5.51
11ef9fa9e8610d6ebcdf0acdfb026a8f,Woodstock & Cola 8% 375Ml Can 30Pk,10.65,2.38,49.72,3.25,6.59,4.71,131.91,9.03,15.14
11ef9fa9e87f11f68f100acdfb026a8f,Berri Est Dolce Bianco Cask 5L,0.05,0.75,1.0948220043780964e+16,0.07,0.14,0.76,2.2789693004759656e+16,-0.04,0.11
11efb11f90ca19c488c202d8a60509dd,Clearance $3,5.48,12.09,1.2489705027045834e+18,-6.2,-12.56,8.57,3.221324413509198e+17,-2.45,-3.23
11ef9fa9e856f630aeff0acdfb026a8f,UDL Vodka & Passionfruit Can 375Ml 24Pk,0.06,0.39,3202126703368917.0,-0.01,-0.02,0.37,9161275641288952.0,-0.03,0.05
11ef9fa9e8ecf59a86370acdfb026a8f,Iget Bar Grape 3500,0.28,0.15,50.0,0.18,0.41,0.1,33.33,0.37,1.03
11ef9fa9e856f1ee887c0acdfb026a8f,Tooheys New Bottle 375Ml 24Pk,0.04,0.18,1.2185243237612728e+16,-0.06,-0.11,0.14,6669699401202454.0,-0.04,-0.03
11ef9fa9e84a2d4c861f0acdfb026a8f,Cougar & Cola Can 375Ml Ctn,0.41,1.67,1.4387837448293742e+17,-0.67,-1.45,1.19,4139146404546294.0,-0.35,-0.25
11ef9fa9e84a383ca1150acdfb026a8f,De Bortoli Sacred Hill Shiraz 750Ml,0.05,0.08,1.7754359943047506e+16,0.07,0.15,0.1,2.8558346490867464e+16,0.14,0.25
11ef9fa9e8b0f342ae9c0acdfb026a8f,Jack Daniels Black Label 200Ml,0.57,0.29,52.61,0.1,0.21,0.32,219.17,0.4,0.96
11ef9fa9e8570ff8817b0acdfb026a8f,Woodstock & Cola 12% Can 200Ml,103.72,27.07,67.76,59.78,120.99,81.02,187.05,139.13,285.67
11ef9fa9e8a7aae49c780acdfb026a8f,Divas Vkat 700Ml,0.68,1.04,62.26,0.58,1.17,0.72,39.17,1.09,2.06
11ef9fa9e86b1106ac2d0acdfb026a8f,Fireball Cinnamon Whisky 200Ml,0.96,0.34,210.36,0.19,0.39,0.71,569.86,0.35,2.15
11ef9fa9e8610bfc8d730acdfb026a8f,Jack Daniels & Cola 375Ml Can 20Pk,25.22,20.25,164.56,18.53,37.49,16.28,277.23,29.41,66.84
11ef9fa9e856bf44af520acdfb026a8f,Red Bull Energy Drink Can 250Ml 24Pk,22.67,29.33,93.88,2.04,4.17,22.92,379.8,73.94,96.55
11ef9fa9e861856488cb0acdfb026a8f,Coronita Bt 210Ml,2.55,1.21,1.691410760988101e+17,-1.01,-1.96,2.09,6.44477144533661e+17,2.01,3.89
11ef9fa9e84a94ee87e40acdfb026a8f,Johnnie Walker Red 1L,36.89,77.99,1441.54,-72.9,-147.27,4.47,64.31,23.77,29.35
11ef9fa9e874ee4288480acdfb026a8f,Stomping Ground Gipps St Pale Ale Can 355Ml 1,0.08,0.22,2.9671326404044908e+16,0.13,0.27,0.28,5.898643729941615e+16,0.16,0.4
11ef9fa9e87531c292a20acdfb026a8f,Holiday 20S Sun Gold 10Pk,0.07,0.32,3604451864295567.0,-0.01,-0.03,0.32,1.5801751017395462e+16,-0.03,0.04
11ef9fa9e89314ee9a910acdfb026a8f,Russian Standard Vodka Gold 700Ml 6Pk,0.1,0.43,2.075838876459897e+16,-0.08,-0.17,0.33,6751038057708960.0,-0.03,-0.02
11ef9fa9e84a5fc49da60acdfb026a8f,Great Northern Super Crisp Lager 3.5% Btl 330Ml,144.6,115.12,368.11,-69.47,-140.17,54.65,502.33,133.73,243.48
11ef9fa9e856a7c0a4a70acdfb026a8f,Nobbys Salted Nuts 50G,0.07,0.05,2522032037661610.5,-0.02,-0.04,0.06,1.8639280798664268e+16,0.06,0.13
11ef9fa9e89d8a50ba280acdfb026a8f,Vodkaa 700mL,18.43,34.09,244.79,10.11,20.47,34.29,504.08,48.74,66.14
11ef9fa9e86b7e98b0490acdfb026a8f,Woodstock 6% Sugar Free Cn 24Pk,6.39,19.97,1423.83,-17.78,-36.41,1.72,127.28,-0.19,-0.81
11ef9fa9e8bae55094780acdfb026a8f,Wild Turkey Cola 4.8% Can 375Ml 30Pk,6.98,4.75,1612.4,6.96,14.08,5.99,1864.15,5.78,9.89
11efb1215dd6e3b09d2b02d8a60509dd,Clearance 2$,3.28,4.25,8.506781523808774e+17,-4.03,-8.12,0.64,2.3111458230612636e+16,0.84,0.75
11ef9fa9e8569ddeb3e60acdfb026a8f,Mercury Dry Cider Bt 375Ml 24Pk,0.18,0.25,2.746530476008515e+16,-0.13,-0.27,0.14,5363294132237823.0,0.04,0.15
11ef9fa9e8610f3aa8010acdfb026a8f,Jack Daniels Double Jack & Cola 375Ml 20Pk,28.03,29.05,535.96,40.1,81.12,68.01,1054.12,37.73,88.79
11ef9fa9e84a1bf4a6430acdfb026a8f,Carlton Dry Bottle 330Ml,284.75,316.23,242.34,-145.41,-293.42,126.73,173.49,208.07,440.74
11ef9fa9e88938708dfd0acdfb026a8f,Absolut Vodka 1L,18.57,39.59,25906.86,-40.5,-81.82,7.77,7232.67,-4.33,3.0
11ef9fa9e875327698240acdfb026a8f,Coopers Best Extra Stout Bt 750Ml,0.59,0.4,136.55,0.73,1.49,0.27,87.29,0.79,1.48
11ef9fa9e8932fc49d8e0acdfb026a8f,Tom Cobb Whiskey 700Ml,0.06,0.2,2.4832046018858412e+16,-0.12,-0.25,0.09,738610462352599.1,0.02,0.01
11ef9fa9e86ba77ebbac0acdfb026a8f,Heineken Can 500mL,14.45,10.35,756.65,-6.87,-13.87,8.22,821.51,-4.51,-7.48
11ef9fa9e8baf72ab03a0acdfb026a8f,Little Fat Lamb B/Scotch Crm 700Ml 6Pk,0.03,0.09,1240153429431723.8,-0.01,-0.01,0.08,5047555706025435.0,0.02,0.03
11ef9fa9e8f79cb6bbc50acdfb026a8f,Jack Daniels Cola Mid 3.5% Can 375Ml 24Pk,0.12,0.29,3.5392582934097932e+16,-0.18,-0.37,0.16,1.5031413448355118e+16,-0.05,-0.03
11ef9fa9e8894af4aaf00acdfb026a8f,Rumours Shiraz 750Ml,0.43,0.1,3.9639428368599944e+16,0.16,0.33,0.53,1.6072427725677274e+17,0.53,1.27
11ef9fa9e84a8288a07b0acdfb026a8f,Jameson Irish Whisky 1L,23.03,55.6,3039.97,-54.49,-110.12,4.73,270.15,-13.32,-18.23
11ef9fa9e87f698a908e0acdfb026a8f,Cleanskin Chardonnay 750Ml,0.04,2.12,7782606121481550.0,0.08,0.17,2.1,1487937038512880.2,-0.04,0.18
11ef9fa9e8571f84ac290acdfb026a8f,Wild Turkey 101 510Ml 12Pk Bt,0.79,1.34,91.75,0.21,0.43,1.18,116.85,0.8,1.51
11ef9fa9e8a78b3695770acdfb026a8f,Remy Martin Cognac Vsop 700Ml,0.03,0.1,4536415880057288.0,-0.02,-0.04,0.09,5593365487767055.0,-0.01,-0.0
11efa8841d5deffe91ce02d35e218ef3,Hennessy XO Jean Michel Othoniel 700ml,0.18,0.47,6.687068744501656e+16,-0.32,-0.67,0.3,3.861482971955264e+16,-0.13,-0.2
11ef9fa9e84a8db482b60acdfb026a8f,Jim Beam White Bourbon 1L,32.45,59.75,1793.15,-59.03,-119.25,2.98,85.17,4.75,-0.89
11ef9fa9e8bae97ebce00acdfb026a8f,Lion Strong Beer 8.8% Longneck 625Ml,0.07,0.26,2126927066286280.8,-0.02,-0.03,0.25,1.4288192821021524e+16,0.05,0.1
11ef9fa9e84a7b62a7e90acdfb026a8f,Jacobs Creek Classic Shiraz 750Ml 12Pk,1.65,4.86,1311.62,2.8,5.66,4.74,943.44,3.53,6.25
11ef9fa9e8b1383eb0e70acdfb026a8f,Sprite Lemonade Bt 1.25L,1.3,1.91,116.86,-0.13,-0.25,0.62,30.02,1.37,2.54
11ef9fa9e856d2ea8f940acdfb026a8f,Smirnoff Vodka Red 1L,39.04,89.8,350.61,-59.85,-120.89,20.72,87.82,7.28,12.53
11ef9fa9e8a74eaaabd40acdfb026a8f,Sense Soju Original 19.3% Bt 375Ml 20Pk,0.07,0.13,1.2068513566223568e+16,-0.06,-0.12,0.07,1468317947749657.5,0.05,0.09
11ef9fa9e86b716490ec0acdfb026a8f,Suntory -196 Double Lemon Can 330ml 3x10pk,30.75,62.15,2331.48,-42.15,-85.16,16.85,1484.7,15.66,37.93
11ef9fa9e8f75490bd5e0acdfb026a8f,Pure Blonde 4.2% Btl 330Ml,153.19,148.54,341.87,-86.97,-175.52,61.21,346.05,94.52,222.77
11ef9fa9e8a7ab3ea18f0acdfb026a8f,Divas Vkat Black Label 700Ml,0.06,0.04,1.1863034770584048e+16,0.05,0.1,0.08,2.7024736941787012e+16,0.12,0.23
11ef9fa9e8934b44af030acdfb026a8f,Rothmans 25S Cool Crush Blue 8Pk,0.82,1.4,274.66,-0.3,-0.6,1.01,228.91,0.66,1.27
11ef9fa9e8a7897e877b0acdfb026a8f,Martell VSOP Red Barrel 700Ml,0.76,0.16,4.612151385649414e+16,0.16,0.32,0.79,2.0574935697143674e+17,1.13,1.99
11ef9fa9e8f7f076ad350acdfb026a8f,Johnnie Walker Blue Label Cny Snake 750Ml,0.11,0.28,3.33929736367388e+16,-0.16,-0.34,0.17,1.2920058698305142e+16,-0.01,0.02
11ef9fa9e8b0e9d8bc800acdfb026a8f,Absolut Vodka 200Ml,1.02,1.2,328.31,2.27,4.58,1.65,492.09,0.49,1.03
11ef9fa9e84a1a96872f0acdfb026a8f,Carlton Draught Can 375Ml,195.41,94.21,37.62,60.81,123.22,91.93,116.84,204.32,386.19
11ef9fa9e84a903e90550acdfb026a8f,Jim Beam White Bourbon Min 50Ml Btl,0.08,0.1,1.4902123256289828e+16,0.06,0.12,0.12,3.682751174506331e+16,0.13,0.25
11ef9fa9e87547de8e590acdfb026a8f,Bavari Origin 8.6 Special Blonde Can,0.37,1.21,1.3240168357274488e+17,0.61,1.26,1.29,2.1947229670018528e+17,0.75,1.73
11ef9fa9e84a0ed49caf0acdfb026a8f,Bundaberg Rum Up 700Ml,0.07,0.58,1.461299746184949e+16,0.08,0.16,0.6,3.1604486753882292e+16,0.14,0.27
11ef9fa9e89d1f2082c60acdfb026a8f,Penfolds Koonunga Hill Shiraz 750mL,0.44,6.66,7.832896114328754e+16,0.47,0.95,6.77,2.0622870795205968e+17,-1.15,-0.03
11ef9fa9e8613b7283220acdfb026a8f,Winfield 25S Optimum Blue Crush 8Pk,1.74,0.29,74.92,-0.44,-0.89,0.51,143.71,0.02,-0.03
11ef9fa9e849f50ca50d0acdfb026a8f,Bic Lighter L 50pk,0.34,0.36,281.32,-0.15,-0.31,0.23,410.68,0.24,0.49
11ef9fa9e84a7112ab600acdfb026a8f,Jack Daniels Black Label 1L,29.05,70.36,21525.47,-69.21,-139.82,5.81,2603.46,-2.54,-17.09
11ef9fa9e84a7216b0890acdfb026a8f,Jack Daniels Black Label 700Ml,15.78,76.11,316.62,-13.28,-26.82,44.28,49.51,25.2,54.66
11ef9fa9e874dab0beaa0acdfb026a8f,Jack Daniels Double No Sugar Can 20Pk,13.68,10.47,204.17,19.45,39.34,9.59,131.79,19.87,40.28
11ef9fa9e8f7e306a9ad0acdfb026a8f,Queen Cranberry Soju 360Ml,0.19,0.07,1.57015811148521e+16,0.06,0.12,0.21,7.281611166001928e+16,0.26,0.47
11ef9fa9e892e60494c40acdfb026a8f,Hardy Nottage Hill Chardonnay 750Ml,0.01,0.09,1073508518580718.1,-0.0,-0.0,0.08,222970445468161.38,0.03,0.05
11ef9fa9e89d84e2a33e0acdfb026a8f,Ballantines Scotch Whisky 1L,21.52,41.26,16573.35,-43.34,-87.74,4.77,2059.75,-4.52,-6.63
11ef9fa9e8570ab29c290acdfb026a8f,Winfield 25S Gold Original 8pk,0.08,0.13,1.418976538077234e+16,-0.08,-0.16,0.07,3952050753897140.5,0.03,0.06
11ef9fa9e8a7b2329a030acdfb026a8f,Mj Oniro Ouzo 700Ml 12Pk,0.02,0.5,790149690207595.1,0.01,0.03,0.5,1961861910523154.8,0.01,0.06
11ef9fa9e8ed4914978a0acdfb026a8f,Suntory - 196 Double Peach Can 330mL 3x10Pk,7.51,6.57,247.49,5.01,10.13,9.22,688.76,14.98,28.69
11ef9fa9e8bb4d60b3250acdfb026a8f,RB Bourbon 700Ml,5.49,2.8,369.49,-0.2,-0.4,12.23,2602.72,9.74,14.64
11ef9fa9e8ed6b42abd40acdfb026a8f,Muhak Good Day Original Soju Btl 360Ml,0.02,0.08,6979790507041567.0,-0.03,-0.07,0.04,5820370025760254.0,-0.02,-0.04
11ef9fa9e8cef78482410acdfb026a8f,Choosy Beggars Cabernet Merlot 750Ml,4.73,3.98,351.32,3.66,7.41,4.63,410.08,3.21,4.98
11ef9fa9e89d1dae87e10acdfb026a8f,Penfolds Maxs Pinot Noir 750Ml,0.05,0.11,6076520935030800.0,-0.03,-0.06,0.1,1.2398456314302268e+16,0.01,0.03
11ef9fa9e8ed5f7687630acdfb026a8f,Victoria Bitter Low Carb 4.9% Can 375mL,0.24,0.78,5.183340946119027e+16,0.23,0.48,0.91,1.3484643785891043e+17,0.29,0.74
11ef9fa9e8baee42af630acdfb026a8f,Sapporo Premium Beer Silver Can 650Ml,1.86,1.86,83.24,0.4,0.81,0.38,18.62,2.22,4.73
11ef9fa9e84a5f6aa3bc0acdfb026a8f,Great Northern Super Crisp 3.5% Can Block 375Ml 30Pk,157.35,110.33,108.36,-23.18,-46.58,49.5,89.41,133.42,283.23
11ef9fa9e8752fec80020acdfb026a8f,Boags Draught Can 375Ml 24Pk,0.39,0.17,2.4424937313466744e+16,-0.16,-0.33,0.19,5.781689382563793e+16,0.2,0.61
11ef9fa9e856d984a21b0acdfb026a8f,Coca Cola 2Lt Btl 8Pk,5.94,3.33,66.97,1.1,2.23,2.29,48.06,6.45,12.45
11ef9fa9e84a1672a0c10acdfb026a8f,Canadian Club Whisky 700mL,2.27,3.8,1452.98,3.74,7.57,15.29,5310.65,4.77,12.16
11ef9fa9e84a26bc88870acdfb026a8f,Coca Cola Can 375Ml 24Pk,3.26,0.29,19.3,0.94,1.9,3.64,239.72,3.86,8.2
11ef9fa9e8cee460a7bb0acdfb026a8f,Cruiser Double Raspberry 6.8% Can 375Ml 24Pk,0.19,0.1,4171613117678669.0,-0.04,-0.07,0.11,3.5646284846920664e+16,0.26,0.42
11ef9fa9e8ed4068a1610acdfb026a8f,Cruiser Double Green Apple 6.8% Can 375Ml 24Pk,3.88,2.88,387.56,-2.68,-5.41,0.44,71.59,1.67,2.23
11ef9fa9e86b18d6a05a0acdfb026a8f,Parker & Simpson 20S Blue 10Pk,0.01,0.06,1470008442908199.2,-0.01,-0.02,0.05,1591754135396119.0,-0.0,0.01
11ef9fa9e8ff786ebbfc0acdfb026a8f,Hard Rated Zero Sugar Lemon Lime 375ml Can 3x10pk,15.37,6.48,41.3,18.85,38.11,48.26,301.81,23.87,115.3
11ef9fa9e89351d4bb1e0acdfb026a8f,Winfield 20G Red Ryo 5Pk,0.02,0.1,2646903996758144.0,0.02,0.03,0.11,6982583643969454.0,0.04,0.08
11ef9fa9e87f464ebf4f0acdfb026a8f,Wyndham Est Bin 444 Cabernet Sauvignon 750Ml,0.01,0.08,987717786304510.0,0.01,0.01,0.08,957646569614308.8,0.01,0.02
11ef9fa9e8bb6b8884e30acdfb026a8f,Poets Country Crisp Can 375Ml,0.02,0.17,3361465059536576.0,0.02,0.04,0.17,4961457774886716.0,0.0,0.04
11ef9fa9e874eb6893670acdfb026a8f,Le Chat Pinot Noir Bt,0.01,0.04,28792075884594.06,0.0,0.0,0.04,2673833049569273.0,0.0,0.02
11ef9fa9e86b2a4cb14f0acdfb026a8f,Bombay Gin & Tonic Double Serve 10% Can 250ml,3.24,3.68,623.4,4.11,8.32,2.89,377.6,1.17,1.84
11ef9fa9e87f9720bddc0acdfb026a8f,Taylors Estate Pinot Noir 750Ml,0.55,0.83,9.770180390229754e+16,0.33,0.67,1.2,2.806213985218862e+17,0.5,0.96
11ef9fa9e856c732b6b70acdfb026a8f,Rumours Sauvignon Blanc 750Ml,3.04,1.8,1476.92,1.53,3.1,1.94,1631.28,2.76,10.63
11ef9fa9e84a56aa97350acdfb026a8f,Gossips Cabernet Merlot 750Ml,14.45,24.81,115.73,0.32,0.67,14.74,65.8,25.87,30.07
11ef9fa9e8cefef0b2a60acdfb026a8f,Hahn Ultra Low Carb Bt 330Ml,8.67,29.0,627.37,-23.43,-47.34,1.43,31.07,3.46,6.9
11ef9fa9e84a63acb97e0acdfb026a8f,Hahn Super Dry Bt 330Ml 24Pk,2.93,2.7,300.52,-1.17,-2.36,1.75,564.77,2.56,4.89
11ef9fa9e857026a80fa0acdfb026a8f,Wild Boar 9% Can 500ml 24Pk,5.21,1.67,119.47,3.14,6.36,6.11,332.67,4.33,10.43
11ef9fa9e8c49a46abc50acdfb026a8f,Coca Cola No Sugar 2L,4.18,2.02,308.02,0.9,1.82,2.65,993.29,4.83,9.85
11ef9fa9e8611494a0ea0acdfb026a8f,Chivas Regal 12Yo 700 Ml,9.05,6.03,168.6,8.81,17.81,5.65,195.15,12.8,25.04
11ef9fa9e8ff7918b5d00acdfb026a8f,Winfield 25G Gold Ryo 5Pk,0.06,0.1,5439896049712024.0,0.02,0.04,0.12,2.058940463962479e+16,0.06,0.15
11ef9fa9e8f7e202bfa70acdfb026a8f,Smirnoff Crush Orange & Pineapple Can 440Ml,1.72,6.32,395.55,-3.52,-7.11,1.71,55.6,2.04,4.87
11ef9fa9e8ed64448b1d0acdfb026a8f,Clean & Smooth Vodka 700Ml,0.39,0.58,8.05074993277817e+16,-0.41,-0.85,0.19,1.21441577135938e+16,-0.03,0.2
11ef9fa9e8e34bf88a6b0acdfb026a8f,Vodkaa 200Ml,1.96,2.42,94.88,0.14,0.28,2.23,420.21,0.68,1.9
11ef9fa9e8ecc9bca77a0acdfb026a8f,The Drover Moscato 750mL,1.26,2.15,199.55,-1.07,-2.16,0.62,56.94,0.17,0.83
11ef9fa9e8895468898c0acdfb026a8f,Rumours Pinot Grigio 750Ml,2.72,1.6,671.46,1.38,2.8,2.37,1083.61,0.76,2.54
11ef9fa9e8ed20249bcc0acdfb026a8f,Hard Rated Lemon 4.5% Can 375Ml 3X10pk,40.02,23.27,200.23,-13.83,-27.88,22.79,428.93,32.37,72.96
11ef9fa9e8571764b1710acdfb026a8f,Yellow Tail Pinot Grigio 750Ml,0.02,0.04,6232765256784566.0,0.03,0.05,0.04,8022445420399505.0,0.05,0.1
11ef9fa9e84a7d74b9660acdfb026a8f,Jagermeister 700mL,7.09,8.47,183.22,-2.72,-5.5,6.55,232.95,6.18,9.6
11ef9fa9e849e72e85dc0acdfb026a8f,Bacardi Carta Blanca 1L,0.04,0.08,4231798250550700.0,0.02,0.04,0.09,1.3970190914367692e+16,0.06,0.11
11ef9fa9e8ecda88a3190acdfb026a8f,The Drover Dolcetto,0.07,0.29,8625662102120539.0,-0.06,-0.12,0.2,8322514587624336.0,0.02,0.06
11ef9fa9e84a8e6892e40acdfb026a8f,Jim Beam White Bourbon 200Ml,0.02,0.01,447185396667424.8,-0.0,-0.01,0.02,8298895958479509.0,0.03,0.05
11ef9fa9e8bb6c8c9aa80acdfb026a8f,Tiger Beer Bt 330Ml 24Pk,7.9,5.52,51.57,4.96,10.04,7.01,82.77,22.62,29.77
11ef9fa9e8ed673cb9b50acdfb026a8f,Stella Artois 4.8% Bottle 330Ml 24Pk,23.94,40.15,7095.61,-35.62,-71.95,8.67,2425.06,1.15,3.49
11ef9fa9e84a4c78be410acdfb026a8f,Galliano White Sambuca Liqueur 700Ml,0.01,0.08,778755657480677.0,0.0,0.01,0.09,2335245414928076.0,0.0,0.03
11ef9fa9e87540688fc30acdfb026a8f,Nes Kit Kat 45G 48Pk,0.01,0.06,151158807046892.72,0.0,0.0,0.06,3435007325107749.0,0.0,0.02
11ef9fa9e89367f0b1d80acdfb026a8f,Mars Bar Classic 47G,0.01,0.02,183771004006688.9,-0.0,-0.0,0.02,1481640065176991.5,0.01,0.02
11ef9fa9e8f7e2b6b9f00acdfb026a8f,Queen Lychee Soju 360Ml,0.1,0.15,2.2204792831669652e+16,-0.12,-0.25,0.05,1.1187964804727036e+16,-0.01,-0.01
11ef9fa9e888d5b0b8c10acdfb026a8f,McGuigan Single Batch Rose 750mL,0.07,3.01,2409778596862445.5,0.07,0.14,3.03,1.912179437231955e+16,-0.08,-0.01
11ef9fa9e893539682fb0acdfb026a8f,Winfield 25S Blue Original 8Pk,0.25,0.42,6.386433092433069e+16,-0.32,-0.66,0.18,9106347460731306.0,-0.1,-0.08
11ef9fa9e86111b0a5e40acdfb026a8f,Wild Turkey 101 6.5% Can 375Ml 3x10Pk,25.09,28.98,630.09,22.45,45.4,27.73,984.19,25.64,61.17
11ef9fa9e861a39698110acdfb026a8f,Cruiser Black Guava,2.1,4.46,8.690189190921839e+17,-4.06,-8.33,1.78,2.2876457034894736e+17,-1.44,-1.93
11ef9fa9e8f770e2b78c0acdfb026a8f,3 Rings Vodka 700Ml,0.65,1.31,458.54,-1.05,-2.18,0.64,218.98,0.44,0.46
