uuid,client_id,first_name,last_name,code,company,business_number,birthday,gender,allow_marketing_emails,billing_contact_id,delivery_contact_id,invoice_message,comments,loyalty,loyalty_rate,loyalty_points,disable_promotions,require_order_reference,account_limit,current_owing,override_customer_group,merged_into,created_at,updated_at,billing_uuid,billing_address_street_1,billing_address_street_2,billing_address_suburb,billing_address_city,billing_address_postcode,billing_address_state,billing_address_country,billing_email,billing_fax,billing_phone,billing_mobile,billing_website,billing_twitter,billing_facebook,delivery_uuid,delivery_address_street_1,delivery_address_street_2,delivery_address_suburb,delivery_address_city,delivery_address_postcode,delivery_address_state,delivery_address_country,delivery_email,delivery_fax,delivery_phone,delivery_mobile,delivery_website,delivery_twitter,delivery_facebook,last_purchase_date,customer_group,customer_group_name,pricelist_uuid,pricelist_name
11ef9fa9f6f1f2c68bf30acdfb026a8f,,"Liquor Warehouse",,0426108119,,,2025-04-01,male,,11ef9fa9e783c918b4240acdfb026a8f,11ef9fa9e7efff5cad280acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,30000,6427.75,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-09T04:44:20.000000Z,11ef9fa9e783c918b4240acdfb026a8f,,,,,,,,liquorwarehouse7777@gmail.com,,0421975555,0421975555,,,,11ef9fa9e7efff5cad280acdfb026a8f," Unit 36/40 Brady Rd",,"Dandenong North ",,3175,"VIC ",,liquorwarehouse7777@gmail.com,,0421975555,0421975555,,,,"2025-10-07 11:32:35",11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1f3209ec60acdfb026a8f,,"Craigieburn COD",,0426108120,,,,,,11ef9fa9e783c99aba3c0acdfb026a8f,11ef9fa9e7efffac9f170acdfb026a8f,,,FALSE,0,0,FALSE,0,,28854,FALSE,,2024-11-10T21:23:01.000000Z,2025-10-09T08:54:26.000000Z,11ef9fa9e783c99aba3c0acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7efffac9f170acdfb026a8f,," ",,,,,,,,,,,,,"2025-10-09 08:54:26",11eff8abdaf5d154990e06b4ab964017,W2W,,
11ef9fa9f6f1f3d4a7dc0acdfb026a8f,,"Iga St.Albans",,0426108122,,,,,,11ef9fa9e783ca62a5fb0acdfb026a8f,11ef9fa9e7f00060a79c0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-03-06T03:48:13.000000Z,11ef9fa9e783ca62a5fb0acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f00060a79c0acdfb026a8f,," ",,,,,,,,,,,,,,11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1f42e93740acdfb026a8f,,"Officer Cellars",,0426108123,,,,,,11ef9fa9e783cac69a850acdfb026a8f,11ef9fa9e7f000b08d410acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,10000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-08-14T02:01:41.000000Z,11ef9fa9e783cac69a850acdfb026a8f,"445 Princes Hwy"," ",Officer,,3809,VIC,Australia,,,,0436366336,,,,11ef9fa9e7f000b08d410acdfb026a8f,," ",,,,,,,,,0436366336,,,,"2025-06-27 04:32:12",11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1f4e2925b0acdfb026a8f,,"Hoang Noble Park COD",,0426108125,,,,,,11ef9fa9e783cb848bf10acdfb026a8f,11ef9fa9e7f001649d9d0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,9724,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-08T05:50:02.000000Z,11ef9fa9e783cb848bf10acdfb026a8f,"18 Douglas St, "," ","Noble Park ",,3174,"Vic ",Australia,,,,,,,,11ef9fa9e7f001649d9d0acdfb026a8f,," ",,,,,,,,,,,,,"2025-10-08 05:50:02",11ef9fa9f6ee6bf692fd0acdfb026a8f,"W2R Cash",,
11ef9fa9f6f1f5a0adc10acdfb026a8f,,VGrow,,0426108127,,,,,,11ef9fa9e783cc3880a40acdfb026a8f,11ef9fa9e7f002188fee0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,70000,55569,TRUE,,2024-11-10T21:23:01.000000Z,2025-09-24T04:14:04.000000Z,11ef9fa9e783cc3880a40acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f002188fee0acdfb026a8f,"8/211 Leakes Rd"," ",Truganina,,3029,VIC,,,,,,,,,"2025-09-24 04:14:04",11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1f65e83930acdfb026a8f,,"Bottlemart Altona (Pre-paid)",,0426108129,,,,,,11ef9fa9e783ccec994c0acdfb026a8f,11ef9fa9e7f002c2b25d0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,7000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-08-04T06:21:29.000000Z,11ef9fa9e783ccec994c0acdfb026a8f,"27 Somers Parade"," ",Altona,,3018,VIC,Australia,,,,0413871307,,,,11ef9fa9e7f002c2b25d0acdfb026a8f,," ",,,,,,,,,0413871307,,,,"2025-06-09 06:00:33",11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1f712bd2d0acdfb026a8f,,"St Albans West Cellars",,0426108131,,,,,,11ef9fa9e783cda0b7c50acdfb026a8f,11ef9fa9e7f003768e1f0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,30000,11780,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-07T00:54:28.000000Z,11ef9fa9e783cda0b7c50acdfb026a8f,"177 Main Rd W"," ","St Albans",,3021,VIC,Australia,,,,0421034568,,,,11ef9fa9e7f003768e1f0acdfb026a8f,," ",,,,,,,,,0421034568,,,,"2025-10-07 00:54:27",11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1f76c9f470acdfb026a8f,,"Anh Pham COD",,0426108132,,,,,,11ef9fa9e783cdf085280acdfb026a8f,11ef9fa9e7f003d0bb870acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-09T08:25:38.000000Z,11ef9fa9e783cdf085280acdfb026a8f,"19 Old Geelong Rd"," ","Hoppers Crossing",,3029,VIC,,,,,,,,,11ef9fa9e7f003d0bb870acdfb026a8f,," ",,,,,,,,,,,,,"2025-10-08 22:34:01",11ef9fa9f6ee6bf692fd0acdfb026a8f,"W2R Cash",,
11ef9fa9f6f1f8de85560acdfb026a8f,,"Burnside COD",,0426108135,,,,,,11ef9fa9e783cf08addc0acdfb026a8f,11ef9fa9e7f004de8ccb0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-03-06T03:48:36.000000Z,11ef9fa9e783cf08addc0acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f004de8ccb0acdfb026a8f,," ",,,,,,,,,,,,,,11ef9fa9f6ee6bf692fd0acdfb026a8f,"W2R Cash",,
11ef9fa9f6f1f938b6010acdfb026a8f,,"Hung Kings Road COD",,0426108136,,,,,,11ef9fa9e783cf58b20e0acdfb026a8f,11ef9fa9e7f0053893040acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-03-06T03:48:36.000000Z,11ef9fa9e783cf58b20e0acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f0053893040acdfb026a8f,," ",,,,,,,,,,,,,,11ef9fa9f6ee6bf692fd0acdfb026a8f,"W2R Cash",,
11ef9fa9f6f1f992b4180acdfb026a8f,,"Cuong Sunshine COD",,0426108137,,,,,,11ef9fa9e783cfbc9f150acdfb026a8f,11ef9fa9e7f0059c861c0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,3210,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-08T23:14:41.000000Z,11ef9fa9e783cfbc9f150acdfb026a8f,"79 Glengala Rd"," "," sunshine West",,3020,VIC,Australia,,,,,,,,11ef9fa9e7f0059c861c0acdfb026a8f,," ",,,,,,,,,,,,,"2025-10-08 23:14:40",11ef9fa9f6ee6bf692fd0acdfb026a8f,"W2R Cash",,
11ef9fa9f6f1f9ecbf020acdfb026a8f,,"Furlong COD",,0426108138,,,,,,11ef9fa9e783d0208bce0acdfb026a8f,11ef9fa9e7f005f6b4790acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,7732.5,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-05T22:02:35.000000Z,11ef9fa9e783d0208bce0acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f005f6b4790acdfb026a8f,," ",,,,,,,,,,,,,"2025-10-05 22:02:35",11ef9fa9f6ee6bf692fd0acdfb026a8f,"W2R Cash",,
11ef9fa9f6f1fa468b0b0acdfb026a8f,,"Linh Keilor East COD",,0426108139,,,,,,11ef9fa9e783d070a0ef0acdfb026a8f,11ef9fa9e7f00646ae3c0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-03-06T03:48:36.000000Z,11ef9fa9e783d070a0ef0acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f00646ae3c0acdfb026a8f,," ",,,,,,,,,,,,,,11ef9fa9f6ee6bf692fd0acdfb026a8f,"W2R Cash",,
11ef9fa9f6f1faa0b8840acdfb026a8f,,"Dung Broadmeadows COD",,0426108140,,,,,,11ef9fa9e783d0d4a0f40acdfb026a8f,11ef9fa9e7f006a0b4810acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-05-27T07:51:16.000000Z,11ef9fa9e783d0d4a0f40acdfb026a8f,"26 Olsen Pl"," ",Broadmeadows,,3047,VIC,,,,0403179062,,,,,11ef9fa9e7f006a0b4810acdfb026a8f,," ",,,,,,,,0403179062,,,,,"2025-05-25 08:05:20",11ef9fa9f6ee6bf692fd0acdfb026a8f,"W2R Cash",,
11ef9fa9f6f1fafa878a0acdfb026a8f,,"Furlong Cellars",,0426108141,,,,,,11ef9fa9e783d12ea3900acdfb026a8f,11ef9fa9e7f006f0a3800acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,40000,5880,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-09T00:58:31.000000Z,11ef9fa9e783d12ea3900acdfb026a8f,"1b Willaton St"," ",,,3021,"St Albans",Australia,,,,0431428090,,,,11ef9fa9e7f006f0a3800acdfb026a8f,," ",,,,,,,,,0431428090,,,,"2025-10-05 22:01:32",11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1fbaeaab20acdfb026a8f,,"Hung Keysborough COD",,0426108143,,,,,,11ef9fa9e783d21e916e0acdfb026a8f,11ef9fa9e7f007a49f6d0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,4042,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-09T04:36:46.000000Z,11ef9fa9e783d21e916e0acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f007a49f6d0acdfb026a8f,," ",,,,,,,,,,,,,"2025-10-07 00:49:41",11ef9fa9f6ee6bf692fd0acdfb026a8f,"W2R Cash",,
11ef9fa9f6f1fc62814e0acdfb026a8f,,"Thirsty Camel Keilor East",,0426108145,,,,,,11ef9fa9e783d32c92f90acdfb026a8f,11ef9fa9e7f0084ebe210acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,0,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-08-04T06:15:25.000000Z,11ef9fa9e783d32c92f90acdfb026a8f,"57 Wyong St"," ","Keilor East",,3033,VIC,Australia,,,,0433432829,,,,11ef9fa9e7f0084ebe210acdfb026a8f,," ",,,,,,,,,0433432829,,,,,11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1fd16b14f0acdfb026a8f,,"Bottle-o Warehouse Noble Park",,0426108147,,,,,,11ef9fa9e783d4308d6c0acdfb026a8f,11ef9fa9e7f008f88cad0acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,35000,13033.5,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-08T03:53:14.000000Z,11ef9fa9e783d4308d6c0acdfb026a8f,"1266 Heatherton Rd"," ","Noble Park",,3174,VIC,Australia,,,,0452549759,,,,11ef9fa9e7f008f88cad0acdfb026a8f,," ",,,,,,,,,0452549759,,,,"2025-10-08 03:53:15",11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1fdd497ba0acdfb026a8f,,"World Of Kaos Roxburgh Park Pty Ltd",,0426108149,,,,,,11ef9fa9e783d4f8a2570acdfb026a8f,11ef9fa9e7f009ac904d0acdfb026a8f,,,FALSE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-03-06T03:48:13.000000Z,11ef9fa9e783d4f8a2570acdfb026a8f,"3/2-10 Reservoir Dr"," ",Coolaroo,,3048,VIC,Australia,,,,0401286328,,,,11ef9fa9e7f009ac904d0acdfb026a8f,," ",,,,,,,,,0401286328,,,,,11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1fe2ebe2d0acdfb026a8f,,"Old Richmond Cellars",,0426108150,,,,,,11ef9fa9e783d570a9410acdfb026a8f,11ef9fa9e7f009fca5650acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,10000,864,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-07T01:37:45.000000Z,11ef9fa9e783d570a9410acdfb026a8f,"100 Victoria St"," ",Richmond,,3121,VIC,Australia,,,,0438555516,,,,11ef9fa9e7f009fca5650acdfb026a8f,," ",,,,,,,,,0438555516,,,,"2025-09-22 07:18:54",11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f1fee2805f0acdfb026a8f,,"Pat COD",,0426108152,,,,,,11ef9fa9e783d656b91e0acdfb026a8f,11ef9fa9e7f00ab082950acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,100000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-05-06T03:22:18.000000Z,11ef9fa9e783d656b91e0acdfb026a8f,"12 Totenham St "," ",Brooklyn,,3012,VIC,Australia,,,,,,,,11ef9fa9e7f00ab082950acdfb026a8f,," ",,,,,,,,,,,,,"2025-05-04 23:55:03",11eff8abdaf5d154990e06b4ab964017,W2W,,
11ef9fa9f6f1fff0a75f0acdfb026a8f,,"Nicholas COD",,0426108155,,,,,,11ef9fa9e783d76e9ab50acdfb026a8f,11ef9fa9e7f00bb4a00e0acdfb026a8f,,,FALSE,0,0,FALSE,0,,49424.05,FALSE,,2024-11-10T21:23:01.000000Z,2025-10-09T08:35:47.000000Z,11ef9fa9e783d76e9ab50acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f00bb4a00e0acdfb026a8f,," ",,,,,,,,,,,,,"2025-10-09 07:30:25",11eff8abdaf5d154990e06b4ab964017,W2W,,
11ef9fa9f6f2004a8a420acdfb026a8f,,"Hump Club Member:",0401798223,0401798223,,,,,,11ef9fa9e7842c0a88fb0acdfb026a8f,11ef9fa9e7f5009292e80acdfb026a8f,,,FALSE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7842c0a88fb0acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f5009292e80acdfb026a8f,," ",,,,,,,,,,,,,,11ef9fa9f6ee6b9291af0acdfb026a8f,"Thirsty Camel Maribyrnong",,
11ef9fa9f6f200a488ab0acdfb026a8f,,"Hump Club Member:",0468952568,0468952568,,,,,,11ef9fa9e783edeeb0980acdfb026a8f,11ef9fa9e7f4c33ea1e30acdfb026a8f,,,FALSE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e783edeeb0980acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f4c33ea1e30acdfb026a8f,," ",,,,,,,,,,,,,,11ef9fa9f6ee6b9291af0acdfb026a8f,"Thirsty Camel Maribyrnong",,
11ef9fa9f6f201b294aa0acdfb026a8f,,"Hump Club Member:",0417733766,0417733766,,,,,,11ef9fa9e784098ca4bb0acdfb026a8f,11ef9fa9e7f4de5086160acdfb026a8f,,,FALSE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e784098ca4bb0acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f4de5086160acdfb026a8f,," ",,,,,,,,,,,,,"2025-02-27 05:31:41",11ef9fa9f6ee6b9291af0acdfb026a8f,"Thirsty Camel Maribyrnong",,
11ef9fa9f6f203cea7190acdfb026a8f,,"Bottlemart Moonee Ponds (Do Not Use)",,"Bottlemart Moonee Po",,,,,,11ef9fa9e783d8f4bfd10acdfb026a8f,11ef9fa9e7f00d0896570acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,9999999.999,0,TRUE,,2024-11-10T21:23:01.000000Z,2024-12-18T05:00:33.000000Z,11ef9fa9e783d8f4bfd10acdfb026a8f,," ",,,,,,,,,,,,,11ef9fa9e7f00d0896570acdfb026a8f,," ",,,,,,,,,,,,,,11ef9fa9f6ee68f48fe20acdfb026a8f,"Internal Accounts",,
11ef9fa9f6f20432872b0acdfb026a8f,,"Cardinia Lakes Cellars",,0426108128,,,,,,11ef9fa9e783d9b2b3430acdfb026a8f,11ef9fa9e7f00db2b7400acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,15000,0,TRUE,,2024-11-10T21:23:01.000000Z,2025-10-07T01:38:56.000000Z,11ef9fa9e783d9b2b3430acdfb026a8f,"Shop 2/141 Windermere Blvd"," ",Pakenham,,3810,VIC,,cardinialakescellars@gmail.com,,0421122697,0421122697,,,,11ef9fa9e7f00db2b7400acdfb026a8f,," ",,,,,,,,,,,,,"2025-09-29 05:59:07",11ef9fa9f6ee6aa285990acdfb026a8f,W2R,,
11ef9fa9f6f204dcb54b0acdfb026a8f,,"Saigon Voice","A Tu","0419 100 700",,,,,,11ef9fa9e783da0cb0660acdfb026a8f,11ef9fa9e7f00e0c91740acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,1000,0,TRUE,,2024-11-10T21:23:01.000000Z,2024-12-18T04:59:18.000000Z,11ef9fa9e783da0cb0660acdfb026a8f,," ",,,,,,,,,0419100700,,,,11ef9fa9e7f00e0c91740acdfb026a8f,," ",,,,,,,,,0419100700,,,,,11ef9fa9f6ee6c5aae810acdfb026a8f,Restaurant,,
11ef9fa9f6f20536896f0acdfb026a8f,,"Hoang Gia","A Hai","0421 239 999",,,,,,11ef9fa9e783dac093520acdfb026a8f,11ef9fa9e7f00eb689860acdfb026a8f,,,FALSE,0,0,FALSE,FALSE,5000,0,TRUE,,2024-11-10T21:23:01.000000Z,2024-12-18T05:00:41.000000Z,11ef9fa9e783dac093520acdfb026a8f,," ",,,,,,,,,0421239999,,,,11ef9fa9e7f00eb689860acdfb026a8f,," ",,,,,,,,,0421239999,,,,,11ef9fa9f6ee6c5aae810acdfb026a8f,Restaurant,,
11ef9fa9f6f20590aecb0acdfb026a8f,,"Nhà Hàng Cũ 1","A Viet","0422 565 318",,,,,,11ef9fa9e783db24b2850acdfb026a8f,11ef9fa9e7f00f1a91930acdfb026a8f,,,FALSE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-05-15T07:00:50.000000Z,11ef9fa9e783db24b2850acdfb026a8f,," ",,,,,,,,,0422565318,,,,11ef9fa9e7f00f1a91930acdfb026a8f,," ",,,,,,,,,0422565318,,,,"2025-04-19 07:52:49",11ef9fa9f6ee6c5aae810acdfb026a8f,Restaurant,,
