product_id,Product_Name,Revenue,COGS,Profit,MarginPct,Profit_Rank
11ef9fa9e85707928f8b0acdfb026a8f,Wild Turkey Rare & Cola 8% Bt 320Ml 24Pk,47011.8201332092,34427.52,12584.30,26.77,68
11ef9fdb06e123a69fb60288780c0f59,TC Whiskey 700ml,42840.13996315,30402.06,12438.08,29.03,69
11ef9fa9e8572c2ca0340acdfb026a8f,Ice 5Kg Bag,29081.5299806595,17307.22,11774.31,40.49,70
11ef9fa9e86111b0a5e40acdfb026a8f,Wild Turkey & Cola 101 6.5% Can 375Ml 3x10pk,97201.4599676132,45228.91,11698.95,12.04,71
11ef9fdb64299782849606c046b7d17f,Carlton Draught Pint,21619.2899999619,10023.30,11595.99,53.64,72
11ef9fa9e84a6e3888bf0acdfb026a8f,Jack Daniels & Cola Bt 330Ml,182989.560105324,56049.10,11591.42,6.33,73
11ef9fa9e857125ab4010acdfb026a8f,XXXX Gold Lager Can 375Ml Block 30Pk,37634.610496521,26124.03,11510.58,30.59,74
11ef9fa9e86b7498b5e70acdfb026a8f,Jack Daniels American No Sugar 24Pk Cn,18181.2902297974,6867.76,11313.53,62.23,75
11ef9fa9e8bb4d60b3250acdfb026a8f,RB Bourbon 700ml,43022.5601482391,32265.52,10757.04,25.00,76
11ef9fa9e8bb68cc85ad0acdfb026a8f,Furphy Crisp Lager Can 375Ml,25899.0504608154,15327.86,10571.19,40.82,77
11efdf5d3356d7029eb402861e0dbd43,Cascade Draught Can 375mL (Passed Date),41248.6699888706,8101.55,10529.12,25.53,78
11f068c013ff494ca1e2028b8899d0e1,Hard Rated Orange 4.5% Can 375Ml 3X10pk,47799.0304393768,34318.07,10517.84,22.00,79
11ef9fa9e8c4abbc9a2a0acdfb026a8f,Clearance $2,11620.010006953,1600.00,10020.01,86.23,80
11ef9fa9e8bae55094780acdfb026a8f,Wild Turkey Cola 4.8% Can 375ml 30Pk,45693.5903663635,35835.01,9858.58,21.58,81
11ef9fa9e874dab0beaa0acdfb026a8f,Jack Daniels Double No Sugar Can 20Pk,68527.6697807312,57608.20,9775.47,14.26,82
11ef9fa9e8ed64448b1d0acdfb026a8f,Clean & Smooth Vodka 700Ml,30274.0399475098,18641.95,9712.09,32.08,83
11ef9fa9e8610d14b1500acdfb026a8f,Woodstock & Cola 6% 375Ml Can 30Pk,86919.8304753304,67092.32,9562.21,11.00,84
11ef9fa9e84a315282770acdfb026a8f,Crown Lager Bottle 375mL,115610.550031662,52286.37,9384.18,8.12,85
11ef9fa9e8ed46a8886c0acdfb026a8f,Kirin Hyoketsu Var C330ml*10pk,17885.2302589417,8535.30,9349.93,52.28,86
11ef9fa9e8610d6ebcdf0acdfb026a8f,Woodstock & Cola 8% 375Ml Can 30Pk,77277.0401668549,57565.44,9028.05,11.68,87
11ef9fa9e856fde288620acdfb026a8f,Victoria Bitter Bt 750Ml,82436.7998991013,58399.64,8956.76,10.87,88
11ef9fa9e874e7d0ada00acdfb026a8f,Cruiser Mixed 4.6% Btl 275Ml,42376.9102840424,33425.95,8950.96,21.12,89
11ef9fa9e84a5c9aa0360acdfb026a8f,Gossips Sweet Lips Pink Moscato 750Ml,28957.1199922562,8657.99,8810.63,30.43,90
11ef9fa9e849fa70b0000acdfb026a8f,Boags Premium Lager Bt,61566.9902203083,52842.83,8724.16,14.17,91
11ef9fa9e8ed4914978a0acdfb026a8f,Suntory - 196 Double Peach Can 330mL 3x10Pk,24506.0700893402,16035.56,8470.51,34.56,92
11ef9fa9e86153b4a6490acdfb026a8f,Mountain Goat Very Enjoyable Beer 4.2% Can 375Ml 24Pk,102881.060157776,62630.71,8239.15,8.01,93
11ef9fa9e84a4584aacc0acdfb026a8f,Fireball Cinnamon Whisky 700Ml,119530.990219116,63024.32,8225.12,6.88,94
11ef9fa9e84a5c408f930acdfb026a8f,Gossips Sweet Lips Moscato 750Ml,27392.2099945545,11227.74,8172.47,29.84,95
11ef9fa9e84a5da8baa80acdfb026a8f,Grants Family Reserve Scotch Whiskey 700Ml,180042.530265808,43417.67,8104.86,4.50,96
11ef9fa9e8c506e89d1e0acdfb026a8f,Wild Turkey Heritage 9% 24Pk Can,58675.7504062653,34856.16,7922.59,13.50,97
11ef9fa9e89d67e6b5de0acdfb026a8f,Dewars White Label Scotch Whisky 1L,190312.440109253,21390.45,7869.99,4.14,98
11ef9fa9e8f74036a0d90acdfb026a8f,Mattingly & Moore Bourbon 700Ml,24111.8697357178,12449.57,7725.30,32.04,99
11ef9fa9e861879e87340acdfb026a8f,Jim Beam Double Serve White 6.7% 3x10Pk,65428.4704799652,53836.74,7674.93,11.73,100
11ef9fa9e8cf0b34b4710acdfb026a8f,Budweiser Beer Loose Bottle 330mL,61520.5299563408,44880.71,7576.62,12.32,101
11ef9fa9e86b9e28ab930acdfb026a8f,Balter XPA Can 375mL,23751.1299819946,14261.98,7569.15,31.87,102
11ef9fa9e8c4dcb8842c0acdfb026a8f,Corona White Extra Bottle 355ml 2x12pk,77077.5301322937,44463.10,7479.35,9.70,103
11ef9fa9e84a612cb8be0acdfb026a8f,Grey Goose Vodka 700Ml,230397.489686966,52292.18,7351.10,3.19,104
11ef9fa9e84a7d74b9660acdfb026a8f,Jagermeister 700mL,109165.290096283,52719.35,7331.20,6.72,105
11ef9fa9e856bf44af520acdfb026a8f,Red Bull Energy Drink Can 250Ml 24Pk,96069.8100001812,30293.96,7259.65,7.56,106
11ef9fa9e8ff641ea96a0acdfb026a8f,Johnnie Walker Black Cola 6% 375Ml Can 3x10Pk,26447.3401679993,19258.77,7188.57,27.18,107
11ef9fa9e86b092ca5060acdfb026a8f,Jack Daniels & Cola No Sugar 375Ml 20Pk,47621.5302596092,36612.90,7178.63,15.07,108
11ef9fa9e86b4d9c837b0acdfb026a8f,Jameson Dry & Lime 6.3% Can 3x10pk,40883.7204170227,33727.90,7155.82,17.50,109
11ef9fa9e86b08c880a70acdfb026a8f,Canadian Club & Dry Zero 4.8% Can 375Ml 3x10Pk,50624.6504802704,39319.26,7100.09,14.02,110
11ef9fa9e861a39698110acdfb026a8f,Cruiser Black Guava,13407.4999785423,6358.72,7048.78,52.57,111
11ef9fa9e86b8dde909d0acdfb026a8f,Kirin Ichiban 5% Bottle 330mL,45600.7500667572,38585.08,7015.67,15.38,112
11ef9fa9e86ba5c6bd4f0acdfb026a8f,Jameson Raw & Cola 6.3% Can 375Ml 3x10Pk,38347.9304366112,30161.48,6952.05,18.13,113
11ef9fa9e8610c56b2c20acdfb026a8f,Canadian Club & Cola 375Ml Can 30Pk,17178.2502586842,10310.35,6867.90,39.98,114
11ef9fa9e8610e22a3800acdfb026a8f,Smirnoff Ice Double Black 375Ml Can 3x10Pk,52072.9200935364,40361.91,6797.83,13.05,115
11ef9fa9e8612b6e9dd80acdfb026a8f,Canadian Club & Dry 6% 30Pk,26652.6703891754,19882.90,6769.77,25.40,116
11ef9fa9e8cefef0b2a60acdfb026a8f,Hahn Ultra Low Carb Bt 330Ml,13592.680128336,6869.42,6723.26,49.46,117
11ef9fa9e86192ca99710acdfb026a8f,Jack Daniels American Serve 20Pk Cn,23277.8600749969,16574.14,6703.72,28.80,118
11ef9fa9e8ff6f5ead300acdfb026a8f,Kirin Hyoketsu Lychee C330ml,9442.00998449326,2827.81,6614.20,70.05,119
11ef9fa9e8ecfeaaa5090acdfb026a8f,James Squire Chef Blend Pale Ale Bottle 24Pk,16652.9002342224,10052.50,6600.40,39.64,120
11ef9fa9e8617880ae970acdfb026a8f,Wild Boar 15% 375Ml Can 24Pk,28242.8800811768,17087.81,6504.69,23.03,121
11ef9fa9e84a362aa2f70acdfb026a8f,Cruiser Wild Raspberry Bt 275Ml,60145.5399560928,48738.57,6381.97,10.61,122
11ef9fa9e8610cba8b830acdfb026a8f,Woodstock & Cola 4.8% 375ml Can 3x10pk,44412.9404163361,37018.77,6338.57,14.27,123
11ef9fa9e84a331483cd0acdfb026a8f,Cruiser Lush Guava Bt 275Ml 24Pk,43561.8599786758,32226.33,6285.22,14.43,124
11ef9fa9e8ed673cb9b50acdfb026a8f,Stella Artois 4.8% Bottle 330Ml 24Pk,49286.0200541019,41391.23,6142.13,12.46,125
11ef9fa9e84a57e0b1810acdfb026a8f,Gossips Cabernet Sauvignon 750Ml,25246.4499969482,13510.81,6111.64,24.21,126
11f01929379e5bf4a58a02533145c001,XXXX Gold Lager Can Block 30pk (Short Date),38570,900.00,6040.00,15.66,127
11f05b9552c8f6f69bab026fb6713979,F Vodka 700ml,17360.009979248,11377.67,5982.34,34.46,128
11ef9fa9e8b1648a9c960acdfb026a8f,Canadian Club Soda & Lime Can 3x10Pk,40239.1103820801,32191.07,5952.44,14.79,129
11ef9fa9e84a1a46aa0b0acdfb026a8f,Carlton Draught Bt 750Ml,76656.6999263763,53632.90,5864.62,7.65,130
11efe28541d855649fc802140e61257f,Cascade Pale Ale Can 375mL (Passed Date),13822.6100997925,7968.42,5854.19,42.35,131
11efb1215dd6e3b09d2b02d8a60509dd,Clearance 2$,7427.38000166416,1592.31,5835.07,78.56,132
11ef9fa9e84a5920813d0acdfb026a8f,Gossips Merlot 750Ml,21291.2899932861,9473.44,5823.85,27.35,133
11ef9fa9e875333eaf570acdfb026a8f,Fosters Lager Can 375Ml,13662.3701944351,7873.57,5788.80,42.37,134
11ef9fa9e8f78d98906d0acdfb026a8f,Hard Rated Zero Sugar Lemon Lime 375Ml 24Pk,40515.8599033356,33479.59,5775.37,14.25,135
11ef9fa9e84a20cca53b0acdfb026a8f,Chandon Brut Nv 750Ml,33808.3700046539,28059.97,5748.40,17.00,136
11ef9fa9e856b27e8d5e0acdfb026a8f,Pepperjack Barossa Shiraz 750Ml,54929.1100349426,43095.06,5745.81,10.46,137
11efb136ad77d964800c06c6f745c1e3,Peroni Nastro Azzurro Btl Loose 12pk,17075.0000128746,9331.99,5703.01,33.40,138
11ef9fa9e8f789d8a0660acdfb026a8f,Cruiser Double Vanilla Cola 6.8% Can 375Ml,16923.9299855232,11253.96,5669.97,33.50,139
11ef9fa9e89d66e2b47b0acdfb026a8f,Cougar Bourbon Black 45 700Ml,61582.1599273682,11280.94,5661.22,9.19,140
11ef9fa9e8bb7aecbbea0acdfb026a8f,Johnnie Walker Blue 1L,28710,15060.67,5644.19,19.66,141
11ef9fa9e84a61e0b42e0acdfb026a8f,Guinness Draught Can,10101.8400096893,4486.95,5614.89,55.58,142
11ef9fa9e8570e40a0f40acdfb026a8f,Woodstock & Cola 10% Can 375Ml 24Pk,38159.3299160004,32679.67,5479.66,14.36,143
11ef9fa9e8a7897e877b0acdfb026a8f,Martell Vsop Red Barrel 700Ml,115927.069923401,66674.35,5474.87,4.72,144
11efe289365b5c8ca35b02140e61257f,Victoria Bitter Xtra VX Bottle 375mL (Passed Date),8799.90012741089,3429.46,5370.44,61.03,145
11ef9fa9e8569af08a750acdfb026a8f,Melbourne Bitter Bt 750Ml,27122.6498584747,21794.10,5328.55,19.65,146
11ef9fa9e84a59d4a8d90acdfb026a8f,Gossips Rose 750Ml,18219.4899945259,6917.82,5307.67,29.13,147
11ef9fa9e8618a96b85b0acdfb026a8f,James Squire 150 Lash Pale Ale 24Pk Cn,11808.4801635742,6520.68,5287.80,44.78,148
11ef9fa9e861879e87340acdfb026a8f,Jim Beam Double Serve White Can 6.7% 3x10Pk,37515.530424118,26227.22,5259.75,14.02,149
11ef9fa9e856d3448cb70acdfb026a8f,Smirnoff Vodka Red 375Ml,27633.8103294373,22378.35,5255.46,19.02,150
11ef9fa9e85688ee92b50acdfb026a8f,Little Creatures White Rabbit White Ale Bottle 330Ml,14092.0501928329,8892.44,5199.61,36.90,151
11ef9fa9e84a92b4a9160acdfb026a8f,Johnnie Walker Gold 700Ml,62060.2699432373,43607.14,5126.12,8.26,152
11ef9fa9e84a55ec88570acdfb026a8f,Gordons London Dry Gin 700Ml,119409.750175476,32326.66,5111.09,4.28,153
11ef9fa9e84a1672a0c10acdfb026a8f,Canadian Club Whisky 700mL,58666.5703849792,41336.48,5056.12,8.62,154
11ef9fa9e857026a80fa0acdfb026a8f,Wild Boar 9% Can 500Ml 24Pk,50879.280087471,42867.54,5055.12,9.94,155
11ef9fa9e84a5aeca0f90acdfb026a8f,Gossips Semillon Sauvignon Blanc 750Ml,16217.2799868584,7222.23,5003.49,30.85,156
11ef9fa9e84a494e85c30acdfb026a8f,Furphy Refreshing Ale Can 375Ml,9991.63001608849,4996.72,4994.91,49.99,157
11ef9fa9e8a788ca84650acdfb026a8f,Martell Cognac Xo Supreme 700Ml,213516.189849854,74083.54,4993.28,2.34,158
11eff0149991b89e85ed06e3bb536e7b,Great Northern Original Can 3x8pk (Short Date),10016.0901870728,5036.36,4979.73,49.72,159
11ef9fa9e86b2a4cb14f0acdfb026a8f,Bombay Gin & Tonic Double Serve 10% Can 250Ml,21935.4799633026,15832.78,4969.00,22.65,160
11efffc7442b21c0a64602b80b23b14f,Stone & Wood Green Coast Crisp 3.5% Can 375mL 24pk,15937.1901247501,5788.56,4948.63,31.05,161
11ef9fa9e856fee6b2da0acdfb026a8f,Victoria Bitter Gold 3.5% Can 375mL 30Pk Block,27824.2203092575,22927.61,4896.61,17.60,162
11ef9fa9e8cee41088dc0acdfb026a8f,Cruiser Double Lemon Lime 6.8% Can 375Ml 24Pk,21532.4200725555,15628.01,4886.61,22.69,163
11ef9fa9e8619f0497b60acdfb026a8f,Bearded Lady 12% Cn,24644.2006797791,19795.92,4848.28,19.67,164
11ef9fa9e8a788ca84650acdfb026a8f,Martell Cognac XO 700ml,106752,32265.98,4731.94,4.43,165
11efb136ad77d964800c06c6f745c1e3,Peroni Nastro Azzurro Btl Loose 24pk,20151.639995575,6243.33,4728.31,23.46,166
11ef9fa9e8ed4068a1610acdfb026a8f,Cruiser Double Green Apple 6.8% Can 375Ml 24Pk,13667.1200015545,8942.02,4725.10,34.57,167
11ef9fa9e8ce8f92ba680acdfb026a8f,Community Co Spring Water,15374.0800039768,10654.32,4719.76,30.70,168
11ef9fa9e8a79c48b70e0acdfb026a8f,Suntory Strong Zero 9% Double Lemon 350ml Can 24pk,13726.2999610901,9032.07,4694.23,34.20,169
11efb1fc57a0aaae90d502134caa4f9f,Balter Hazy IPA Pint,10019,5334.79,4684.21,46.75,170
11ef9fa9e84a32baaa440acdfb026a8f,Cruiser Juicy Watermelon 4.6% Bt 275Ml 24Pk,40529.7099637985,33939.78,4639.67,11.45,171
11ef9fa9e84a82e2a54f0acdfb026a8f,Jameson Irish Whisky 700Ml,37157.5006790161,32525.54,4631.96,12.47,172
11efef2bf794c98e8bcf06221a09faad,Cascade Draught Bottle 375mL 24pk (Short Date),10112.660200119,3806.03,4626.63,45.75,173
11ef9fa9e8f7b28289d30acdfb026a8f,XXXX Ultra Low Carb Bottle 330Ml 24pk,11095.7902090549,6471.55,4624.24,41.68,174
11ef9fa9e84a2bf8b3070acdfb026a8f,Coopers Sparkling Ale Bt 375Ml,28362.2398509979,23770.13,4592.11,16.19,175
11ef9fa9e8ff786ebbfc0acdfb026a8f,Hard Rated Lemon Lime Zero Sugar 30PK Can 375Ml,16084.4001903534,11543.81,4540.59,28.23,176
11efe8e78a6e25a281f1026aeb0f2735,Kingfisher Extra Strong Premium Beer Can 500Ml,21792.789949894,15056.55,4516.24,20.72,177
11ef9fa9e861411288460acdfb026a8f,Coca Cola 1.25L,10340.9100863934,5863.11,4477.80,43.30,178
11efe8e78a6e25a281f1026aeb0f2735,Kingfisher Extra Strong Premium Beer Can 500Ml 24pk,21270.7299442291,13331.68,4439.05,20.87,179
11ef9fa9e856a1bcba070acdfb026a8f,Miller Chill Bt 330Ml 24Pk,33583.060115099,29165.02,4418.04,13.16,180
11ef9fa9e8ed3e5685a10acdfb026a8f,Great Northern Super Crisp Can 500Ml,7726.65005874634,3337.05,4389.60,56.81,181
11ef9fa9e8619eaa9b740acdfb026a8f,Bearded Lady 10% Cn,14336.3404121399,9990.39,4345.95,30.31,182
11ef9fa9e875304683050acdfb026a8f,Boags Premium Lager Can 330mL 24pk,18438.8301076889,7501.07,4337.76,23.53,183
11ef9fa9e892e99c96590acdfb026a8f,Hardys VR Chardonnay 1L,18358.7900400162,14092.74,4266.05,23.24,184
11ef9fa9e84a1cf89b6d0acdfb026a8f,Carlton Midstrength Bitter Can 375Ml 30Pk,8709.10014557838,4446.56,4262.54,48.94,185
11ef9fa9e8611494a0ea0acdfb026a8f,Chivas Regal 12Yo 700ml,70920.3800468445,40053.34,4247.08,5.99,186
11ef9fa9e84a2ad680ff0acdfb026a8f,Coopers Original Pale Ale Bt 375Ml,32622.8601105213,28396.23,4226.63,12.96,187
11ef9fa9e8e2aeb4b8e30acdfb026a8f,Jack Daniels & Cola No Sugar Can 375Ml 24Pk,50810.279958725,2787.48,4222.80,8.31,188
11ef9feba614e04c8a6f02d8a60509dd,Asahi Super Dry Pint,9984,5782.45,4201.55,42.08,189
11ef9fa9e86b2894a0e20acdfb026a8f,Stone & Wood Pacific Ale Can 16pk 375Ml,10093.9500083923,5940.17,4153.78,41.15,190
11ef9fa9e86110f282690acdfb026a8f,Mercury Hard Cider Can 375Ml 30Pk,11338.2000617981,7242.34,4095.86,36.12,191
11ef9fa9e8e2e5be885e0acdfb026a8f,Wild Turkey Zero Cola 4.8% Can 30Pk,12013.730006218,8005.24,4008.49,33.37,192
11ef9fa9e8e34bf88a6b0acdfb026a8f,Vodkaa 200Ml,13982.0999221802,9986.59,3995.51,28.58,193
11ef9fa9e8a785fabe590acdfb026a8f,Hennessy VSOP Cognac 700mL,55225.1499633789,28698.17,3979.05,7.21,194
11ef9fa9e86b257ea0430acdfb026a8f,De Bortoli King Valley Prosecco 750Ml,19161.4398946762,15214.33,3947.11,20.60,195
11ef9fa9e86b3b7c9e010acdfb026a8f,Belvedere Vodka 700Ml,39328.8298034668,32150.49,3944.34,10.03,196
11ef9fa9e8baed3e8a1e0acdfb026a8f,Saigon Special Beer Bottle,30972.9399929047,27031.35,3941.59,12.73,197
11ef9fa9e84a56aa97350acdfb026a8f,Gossips Cabernet Merlot 750Ml,12220.3999962807,6300.57,3924.79,32.12,198
11ef9fa9e8a752a69fb50acdfb026a8f,Suntory -196 Double Grape Can 330mL 3x10Pk,16877.4700775146,11872.76,3919.71,23.22,199
11efe806a4961a7083bb063feb3ef169,Guinness Draught Stout Can 470ml,58364.82995224,11563.29,3906.99,6.69,200
11ef9fa9e84a1e56a5550acdfb026a8f,Cascade Premium Light Bt 375Ml,38370.9699933529,26968.25,3896.72,10.16,201
